lojista_id;nome_fantasia;segmento;porte;plano_taxa;uf;cidade;regiao;data_cadastro
2373;Loja Express 2373;Serviços;MEI;Premium;DF;Brasília;Centro-Oeste;2023-04-27
2374;Loja Central 2374;Alimentação;Pequena;Premium;MG;Uberlândia;Sudeste;2021-05-16
2375;Center Prime 2375;Serviços;MEI;Premium;PB;João Pessoa;Nordeste;2023-08-28
2376;Studio Popular 2376;Outros;Média;Standard;PR;Curitiba;Sul;2024-05-06
2377;Studio Estrela 2377;Varejo;Pequena;Standard;SP;Santos;Sudeste;2022-12-01
2378;Padaria Popular 2378;Moda e Beleza;Pequena;Premium;RS;Porto Alegre;Sul;2022-10-20
2379;Casa Prime 2379;Varejo;Pequena;Standard;MG;Belo Horizonte;Sudeste;2021-01-16
2380;Espaço Familia 2380;Serviços;Pequena;Standard;AM;Manaus;Norte;2023-02-25
2381;Restaurante Familia 2381;Alimentação;MEI;Standard;MA;São Luís;Nordeste;2022-04-23
2382;Casa Prime 2382;Alimentação;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2023-05-10
2383;Loja Bella 2383;Varejo;MEI;Standard;SC;Florianópolis;Sul;2024-05-27
2384;Oficina Nova Era 2384;Outros;Pequena;Standard;AM;Manaus;Norte;2021-08-26
2385;Oficina Familia 2385;Moda e Beleza;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2022-03-11
2386;Bar Prime 2386;Varejo;MEI;Standard;AM;Manaus;Norte;2023-09-20
2387;Espaço Vitória 2387;Saúde;MEI;Enterprise;MG;Juiz de Fora;Sudeste;2024-07-17
2388;Center Horizonte 2388;Moda e Beleza;Pequena;Standard;SP;Santos;Sudeste;2024-01-10
2389;Mercadinho Familia 2389;Moda e Beleza;MEI;Standard;PR;Londrina;Sul;2021-03-02
2390;Ateliê Horizonte 2390;Serviços;MEI;Standard;RJ;Niterói;Sudeste;2022-03-14
2391;Espaço Real 2391;Moda e Beleza;MEI;Premium;PR;Curitiba;Sul;2022-04-02
2392;Bar Popular 2392;Serviços;MEI;Premium;SP;Santos;Sudeste;2024-06-13
2393;Ateliê Popular 2393;Alimentação;MEI;Standard;RS;Porto Alegre;Sul;2023-03-25
2394;Espaço Popular 2394;Varejo;MEI;Standard;CE;Fortaleza;Nordeste;2024-01-26
2395;Studio Bella 2395;Varejo;MEI;Premium;SC;Florianópolis;Sul;2021-05-23
2396;Espaço Familia 2396;Alimentação;MEI;Standard;PE;Olinda;Nordeste;2022-10-29
2397;Clínica Popular 2397;Varejo;Grande;Premium;RJ;Niterói;Sudeste;2023-09-28
2398;Empório Bom Preço 2398;Varejo;MEI;Premium;SP;Campinas;Sudeste;2023-10-30
2399;Clínica Popular 2399;Serviços;Média;Standard;MA;São Luís;Nordeste;2022-06-02
2400;Bar do Bairro 2400;Alimentação;Média;Premium;SP;Santos;Sudeste;2023-02-22
2401;Ateliê Central 2401;Varejo;Pequena;Standard;SP;Campinas;Sudeste;2022-07-23
2402;Salão Vitória 2402;Alimentação;MEI;Standard;SC;Florianópolis;Sul;2023-02-09
2403;Espaço Familia 2403;Alimentação;Pequena;Standard;DF;Brasília;Centro-Oeste;2021-02-23
2404;Espaço Bella 2404;Varejo;Pequena;Premium;SP;Santos;Sudeste;2023-09-11
2405;Oficina Bom Preço 2405;Alimentação;Média;Standard;RJ;Duque de Caxias;Sudeste;2021-09-04
2406;Ateliê Familia 2406;Alimentação;Pequena;Standard;MG;Juiz de Fora;Sudeste;2021-09-14
2407;Espaço Horizonte 2407;Serviços;MEI;Premium;PR;Londrina;Sul;2022-10-07
2408;Bar Real 2408;Serviços;MEI;Standard;RJ;Duque de Caxias;Sudeste;2021-02-28
2409;Studio Estrela 2409;Saúde;MEI;Premium;RJ;Duque de Caxias;Sudeste;2021-12-19
2410;Empório Popular 2410;Varejo;Pequena;Standard;RS;Caxias do Sul;Sul;2023-12-21
2411;Ateliê Bella 2411;Saúde;MEI;Premium;MT;Cuiabá;Centro-Oeste;2022-09-13
2412;Mercadinho Familia 2412;Alimentação;Pequena;Premium;ES;Vila Velha;Sudeste;2022-12-10
2413;Loja Real 2413;Varejo;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2024-02-20
2414;Point São José 2414;Alimentação;Pequena;Standard;PR;Curitiba;Sul;2023-08-03
2415;Boutique Express 2415;Serviços;MEI;Standard;SP;Campinas;Sudeste;2021-05-12
2416;Loja do Bairro 2416;Outros;MEI;Standard;BA;Salvador;Nordeste;2021-03-14
2417;Loja do Bairro 2417;Varejo;Grande;Standard;MA;São Luís;Nordeste;2021-03-13
2418;Point Familia 2418;Alimentação;Pequena;Standard;PR;Londrina;Sul;2021-11-22
2419;Empório Vitória 2419;Saúde;Média;Premium;GO;Anápolis;Centro-Oeste;2024-05-25
2420;Clínica Nova Era 2420;Moda e Beleza;MEI;Standard;PR;Maringá;Sul;2021-11-18
2421;Restaurante Real 2421;Varejo;Média;Standard;RJ;Rio de Janeiro;Sudeste;2021-10-09
2422;Clínica Bella 2422;Alimentação;Pequena;Standard;PA;Belém;Norte;2023-08-15
2423;Clínica Real 2423;Varejo;MEI;Standard;SP;Santos;Sudeste;2022-05-29
2424;Bar Aurora 2424;Varejo;Pequena;Standard;SP;Santos;Sudeste;2022-10-30
2425;Point Estrela 2425;Educação;Pequena;Standard;CE;Fortaleza;Nordeste;2022-04-11
2426;Restaurante Horizonte 2426;Educação;Média;Standard;RS;Caxias do Sul;Sul;2023-07-09
2427;Ateliê Popular 2427;Moda e Beleza;MEI;Standard;RS;Caxias do Sul;Sul;2024-04-03
2428;Restaurante Popular 2428;Alimentação;MEI;Standard;BA;Feira de Santana;Nordeste;2023-07-03
2429;Loja Popular 2429;Educação;Média;Standard;SC;Blumenau;Sul;2021-07-15
2430;Ateliê Familia 2430;Saúde;MEI;Standard;CE;Fortaleza;Nordeste;2021-12-27
2431;Loja Vitória 2431;Moda e Beleza;Pequena;Standard;SP;Santos;Sudeste;2021-08-19
2432;Loja Bella 2432;Educação;MEI;Standard;RS;Caxias do Sul;Sul;2024-07-09
2433;Boutique Nova Era 2433;Outros;Média;Premium;DF;Brasília;Centro-Oeste;2022-11-17
2434;Bar Estrela 2434;Alimentação;Média;Standard;SP;Campinas;Sudeste;2022-10-09
2435;Point Popular 2435;Educação;Grande;Enterprise;PE;Recife;Nordeste;2023-05-09
2436;Ateliê do Bairro 2436;Outros;MEI;Standard;PR;Londrina;Sul;2023-02-16
2437;Empório Aurora 2437;Serviços;MEI;Standard;PA;Belém;Norte;2022-12-23
2438;Ateliê Familia 2438;Serviços;MEI;Standard;DF;Brasília;Centro-Oeste;2022-12-20
2439;Mercadinho Bella 2439;Educação;MEI;Standard;GO;Anápolis;Centro-Oeste;2022-08-26
2440;Espaço Prime 2440;Varejo;MEI;Standard;ES;Vitória;Sudeste;2022-01-26
2441;Padaria Central 2441;Varejo;MEI;Standard;RJ;Niterói;Sudeste;2022-05-30
2442;Restaurante Popular 2442;Varejo;Grande;Standard;SP;Santos;Sudeste;2023-09-23
2443;Mercadinho Bella 2443;Serviços;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2023-01-17
2444;Boutique Familia 2444;Moda e Beleza;MEI;Premium;PB;João Pessoa;Nordeste;2021-09-10
2445;Clínica São José 2445;Educação;Pequena;Standard;PR;Curitiba;Sul;2023-10-05
2446;Restaurante Aurora 2446;Saúde;MEI;Premium;PA;Belém;Norte;2024-05-15
2447;Padaria Estrela 2447;Alimentação;Média;Standard;RS;Caxias do Sul;Sul;2023-03-14
2448;Clínica do Bairro 2448;Alimentação;Grande;Standard;RS;Porto Alegre;Sul;2024-04-08
2449;Casa Aurora 2449;Alimentação;MEI;Standard;PR;Maringá;Sul;2023-03-20
2450;Center São José 2450;Outros;Pequena;Standard;DF;Brasília;Centro-Oeste;2022-08-26
2451;Espaço Real 2451;Varejo;Pequena;Standard;BA;Salvador;Nordeste;2021-06-22
2452;Espaço Real 2452;Varejo;Grande;Standard;MG;Uberlândia;Sudeste;2024-08-03
2453;Empório Prime 2453;Educação;MEI;Standard;GO;Goiânia;Centro-Oeste;2021-08-19
2454;Restaurante Bom Preço 2454;Outros;MEI;Premium;PB;João Pessoa;Nordeste;2023-02-13
2455;Empório Prime 2455;Serviços;Pequena;Premium;RJ;Niterói;Sudeste;2023-07-20
2456;Loja do Bairro 2456;Varejo;MEI;Standard;MG;Uberlândia;Sudeste;2022-09-20
2457;Center Horizonte 2457;Alimentação;MEI;Premium;GO;Goiânia;Centro-Oeste;2021-08-11
2458;Center do Bairro 2458;Educação;MEI;Standard;SP;São Paulo;Sudeste;2021-10-29
2459;Oficina Aurora 2459;Varejo;MEI;Standard;SC;Joinville;Sul;2021-03-14
2460;Boutique Bom Preço 2460;Alimentação;MEI;Standard;MT;Cuiabá;Centro-Oeste;2022-04-28
2461;Studio do Bairro 2461;Varejo;Média;Standard;PA;Belém;Norte;2023-05-17
2462;Clínica Aurora 2462;Varejo;MEI;Standard;RJ;Duque de Caxias;Sudeste;2024-08-31
2463;Casa Popular 2463;Serviços;Pequena;Standard;PE;Recife;Nordeste;2023-06-11
2464;Ateliê Real 2464;Outros;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2023-09-19
2465;Restaurante Real 2465;Serviços;MEI;Standard;GO;Anápolis;Centro-Oeste;2024-08-19
2466;Studio Express 2466;Varejo;Pequena;Standard;MG;Belo Horizonte;Sudeste;2023-08-07
2467;Mercadinho Aurora 2467;Varejo;MEI;Premium;RS;Porto Alegre;Sul;2023-02-07
2468;Studio Nova Era 2468;Serviços;Média;Standard;RS;Porto Alegre;Sul;2021-05-13
2469;Loja Central 2469;Alimentação;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2021-05-13
2470;Casa Familia 2470;Varejo;MEI;Standard;PR;Curitiba;Sul;2022-06-24
2471;Ateliê Estrela 2471;Varejo;MEI;Standard;PR;Londrina;Sul;2024-09-14
2472;Espaço Aurora 2472;Serviços;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2023-07-25
2473;Oficina Popular 2473;Alimentação;MEI;Standard;DF;Brasília;Centro-Oeste;2021-09-14
2474;Casa Estrela 2474;Varejo;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2021-04-29
2475;Mercadinho Popular 2475;Moda e Beleza;Média;Premium;PA;Belém;Norte;2022-12-24
2476;Espaço Estrela 2476;Varejo;MEI;Standard;PR;Maringá;Sul;2024-06-21
2477;Ateliê Popular 2477;Varejo;MEI;Standard;BA;Salvador;Nordeste;2022-12-21
2478;Espaço Central 2478;Varejo;Pequena;Standard;SP;Campinas;Sudeste;2021-06-22
2479;Studio Central 2479;Varejo;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-01-19
2480;Padaria Horizonte 2480;Moda e Beleza;MEI;Standard;MT;Cuiabá;Centro-Oeste;2021-02-19
2481;Empório Express 2481;Saúde;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-02-16
2482;Empório Horizonte 2482;Varejo;Média;Premium;SC;Florianópolis;Sul;2024-03-03
2483;Padaria Central 2483;Varejo;Pequena;Premium;CE;Fortaleza;Nordeste;2024-06-01
2484;Empório Central 2484;Alimentação;MEI;Premium;SC;Joinville;Sul;2024-08-31
2485;Casa Horizonte 2485;Serviços;MEI;Standard;MS;Campo Grande;Centro-Oeste;2022-11-08
2486;Studio Vitória 2486;Varejo;MEI;Enterprise;GO;Goiânia;Centro-Oeste;2023-05-17
2487;Point São José 2487;Varejo;MEI;Standard;PR;Maringá;Sul;2023-03-28
2488;Center Bom Preço 2488;Serviços;Pequena;Standard;RS;Porto Alegre;Sul;2021-06-14
2489;Casa Central 2489;Varejo;MEI;Standard;SP;Santos;Sudeste;2024-05-25
2490;Boutique São José 2490;Serviços;MEI;Standard;SP;Campinas;Sudeste;2023-10-26
2491;Clínica Popular 2491;Alimentação;Pequena;Premium;SP;Santos;Sudeste;2024-09-22
2492;Loja Central 2492;Saúde;MEI;Standard;RS;Porto Alegre;Sul;2021-06-29
2493;Point Estrela 2493;Varejo;Média;Standard;SP;São Paulo;Sudeste;2022-10-14
2494;Ateliê Popular 2494;Alimentação;Pequena;Standard;PE;Recife;Nordeste;2023-01-03
2495;Casa Estrela 2495;Varejo;MEI;Standard;PR;Maringá;Sul;2024-03-12
2496;Point Vitória 2496;Saúde;MEI;Enterprise;BA;Salvador;Nordeste;2023-10-01
2497;Clínica Estrela 2497;Moda e Beleza;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2024-07-01
2498;Bar Bom Preço 2498;Saúde;MEI;Premium;PE;Recife;Nordeste;2022-09-06
2499;Center Aurora 2499;Alimentação;Pequena;Premium;SP;São Paulo;Sudeste;2021-08-03
2500;Salão Nova Era 2500;Alimentação;MEI;Standard;SP;Santos;Sudeste;2022-10-10
2501;Mercadinho Nova Era 2501;Moda e Beleza;MEI;Standard;ES;Vitória;Sudeste;2023-08-14
2502;Oficina Central 2502;Varejo;MEI;Standard;SP;São Paulo;Sudeste;2022-10-26
2503;Studio do Bairro 2503;Serviços;Média;Standard;RJ;Niterói;Sudeste;2021-03-23
2504;Padaria Horizonte 2504;Varejo;MEI;Standard;SP;Campinas;Sudeste;2022-02-06
2505;Ateliê do Bairro 2505;Varejo;MEI;Standard;SP;Santos;Sudeste;2021-07-31
2506;Loja Real 2506;Varejo;MEI;Standard;SP;São Paulo;Sudeste;2024-09-02
2507;Studio Nova Era 2507;Alimentação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-12-18
2508;Bar São José 2508;Varejo;Média;Standard;PR;Londrina;Sul;2023-04-26
2509;Bar Express 2509;Educação;MEI;Standard;PA;Belém;Norte;2022-02-16
2510;Restaurante Prime 2510;Varejo;MEI;Standard;MG;Juiz de Fora;Sudeste;2024-03-13
2511;Point Aurora 2511;Saúde;Média;Premium;PB;João Pessoa;Nordeste;2022-02-14
2512;Padaria Bom Preço 2512;Outros;Média;Premium;PR;Curitiba;Sul;2023-06-18
2513;Center Bella 2513;Serviços;MEI;Premium;CE;Juazeiro do Norte;Nordeste;2023-03-15
2514;Studio Nova Era 2514;Alimentação;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-01-16
2515;Loja Central 2515;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-01-07
2516;Salão Nova Era 2516;Varejo;MEI;Standard;BA;Salvador;Nordeste;2021-01-20
2517;Studio Estrela 2517;Moda e Beleza;MEI;Standard;PR;Maringá;Sul;2021-05-17
2518;Loja Real 2518;Moda e Beleza;Média;Standard;SP;Campinas;Sudeste;2023-08-27
2519;Oficina Express 2519;Alimentação;MEI;Standard;DF;Brasília;Centro-Oeste;2023-03-05
2520;Studio Express 2520;Alimentação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-02-19
2521;Padaria Prime 2521;Varejo;MEI;Standard;RS;Caxias do Sul;Sul;2022-01-15
2522;Boutique Horizonte 2522;Saúde;MEI;Standard;PR;Maringá;Sul;2023-09-02
2523;Clínica Familia 2523;Varejo;MEI;Standard;PA;Belém;Norte;2022-08-10
2524;Padaria do Bairro 2524;Varejo;MEI;Premium;ES;Vila Velha;Sudeste;2021-07-25
2525;Espaço Horizonte 2525;Varejo;Pequena;Standard;SP;Santos;Sudeste;2023-05-21
2526;Studio Central 2526;Serviços;Média;Standard;RJ;Niterói;Sudeste;2024-05-19
2527;Padaria Familia 2527;Serviços;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2023-10-24
2528;Espaço Bella 2528;Outros;MEI;Standard;SP;Campinas;Sudeste;2022-08-31
2529;Empório Aurora 2529;Alimentação;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2022-04-02
2530;Padaria Bom Preço 2530;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2023-06-27
2531;Center Nova Era 2531;Varejo;Pequena;Standard;SP;São Paulo;Sudeste;2022-09-24
2532;Oficina Popular 2532;Alimentação;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2022-02-13
2533;Studio Horizonte 2533;Serviços;Pequena;Premium;GO;Anápolis;Centro-Oeste;2022-09-16
2534;Padaria Horizonte 2534;Moda e Beleza;MEI;Standard;PA;Belém;Norte;2021-07-27
2535;Point Prime 2535;Serviços;MEI;Standard;SP;Ribeirão Preto;Sudeste;2023-03-06
2536;Padaria Familia 2536;Varejo;MEI;Standard;PR;Maringá;Sul;2022-06-06
2537;Oficina Horizonte 2537;Serviços;Média;Premium;MA;São Luís;Nordeste;2023-06-17
2538;Casa Horizonte 2538;Moda e Beleza;Média;Premium;PR;Maringá;Sul;2023-12-12
2539;Restaurante Vitória 2539;Serviços;MEI;Standard;SP;São Paulo;Sudeste;2022-05-16
2540;Salão Familia 2540;Varejo;MEI;Premium;PB;João Pessoa;Nordeste;2023-08-28
2541;Salão Familia 2541;Varejo;Pequena;Premium;SP;Santos;Sudeste;2021-12-20
2542;Empório Bella 2542;Alimentação;MEI;Premium;PR;Londrina;Sul;2022-12-21
2543;Ateliê Vitória 2543;Alimentação;MEI;Standard;PB;João Pessoa;Nordeste;2023-10-24
2544;Center Familia 2544;Varejo;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2021-03-12
2545;Espaço Prime 2545;Serviços;Pequena;Enterprise;BA;Feira de Santana;Nordeste;2023-12-27
2546;Padaria Horizonte 2546;Saúde;MEI;Standard;SP;Ribeirão Preto;Sudeste;2022-05-29
2547;Padaria Bom Preço 2547;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2023-08-10
2548;Padaria do Bairro 2548;Alimentação;Média;Premium;RS;Caxias do Sul;Sul;2022-08-17
2549;Empório Nova Era 2549;Alimentação;Pequena;Premium;MG;Belo Horizonte;Sudeste;2022-03-18
2550;Padaria São José 2550;Varejo;MEI;Standard;RJ;Niterói;Sudeste;2022-07-13
2551;Clínica Horizonte 2551;Varejo;Média;Premium;SP;Ribeirão Preto;Sudeste;2023-12-21
2552;Oficina Bella 2552;Serviços;MEI;Standard;RS;Caxias do Sul;Sul;2024-03-28
2553;Empório Popular 2553;Alimentação;Média;Premium;RJ;Rio de Janeiro;Sudeste;2022-10-27
2554;Clínica Horizonte 2554;Varejo;MEI;Standard;PE;Olinda;Nordeste;2021-11-23
2555;Oficina Nova Era 2555;Serviços;MEI;Standard;SP;São Paulo;Sudeste;2022-10-22
2556;Restaurante Real 2556;Alimentação;MEI;Standard;PR;Curitiba;Sul;2024-10-14
2557;Restaurante Real 2557;Serviços;Média;Standard;PR;Londrina;Sul;2022-02-26
2558;Mercadinho Express 2558;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2022-11-13
2559;Ateliê São José 2559;Serviços;MEI;Standard;RO;Porto Velho;Norte;2023-08-12
2560;Loja Aurora 2560;Alimentação;MEI;Standard;AM;Manaus;Norte;2022-05-10
2561;Studio Real 2561;Varejo;Média;Standard;MG;Uberlândia;Sudeste;2022-12-26
2562;Casa do Bairro 2562;Varejo;Pequena;Premium;CE;Fortaleza;Nordeste;2024-06-10
2563;Empório Familia 2563;Serviços;MEI;Standard;SC;Joinville;Sul;2024-01-20
2564;Restaurante Prime 2564;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2023-10-15
2565;Padaria São José 2565;Moda e Beleza;Pequena;Standard;CE;Fortaleza;Nordeste;2022-04-14
2566;Oficina Nova Era 2566;Alimentação;Pequena;Standard;PB;João Pessoa;Nordeste;2022-08-22
2567;Salão Real 2567;Varejo;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2021-02-19
2568;Studio Horizonte 2568;Varejo;Pequena;Standard;SC;Blumenau;Sul;2024-04-18
2569;Studio Estrela 2569;Outros;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2022-02-21
2570;Point Real 2570;Alimentação;MEI;Standard;PR;Maringá;Sul;2024-04-02
2571;Oficina Popular 2571;Alimentação;Pequena;Standard;MG;Uberlândia;Sudeste;2023-11-16
2572;Clínica Nova Era 2572;Outros;MEI;Premium;PB;João Pessoa;Nordeste;2023-04-10
2573;Padaria Bom Preço 2573;Varejo;MEI;Standard;CE;Fortaleza;Nordeste;2021-02-16
2574;Point Prime 2574;Alimentação;Pequena;Standard;SC;Florianópolis;Sul;2023-07-19
2575;Empório Prime 2575;Moda e Beleza;Grande;Premium;MG;Uberlândia;Sudeste;2023-03-22
2576;Mercadinho São José 2576;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-10-31
2577;Studio São José 2577;Serviços;MEI;Standard;MT;Cuiabá;Centro-Oeste;2024-08-12
2578;Boutique Central 2578;Saúde;MEI;Premium;PR;Londrina;Sul;2022-06-17
2579;Restaurante Express 2579;Varejo;Grande;Standard;SP;Ribeirão Preto;Sudeste;2024-01-08
2580;Loja Bom Preço 2580;Alimentação;MEI;Standard;RS;Caxias do Sul;Sul;2021-05-22
2581;Ateliê Nova Era 2581;Serviços;MEI;Premium;SP;Santos;Sudeste;2021-04-24
2582;Point Nova Era 2582;Alimentação;MEI;Standard;SP;Santos;Sudeste;2024-04-14
2583;Boutique São José 2583;Moda e Beleza;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-08-09
2584;Center Vitória 2584;Alimentação;MEI;Enterprise;MA;São Luís;Nordeste;2023-08-01
2585;Center São José 2585;Serviços;Pequena;Standard;RJ;Rio de Janeiro;Sudeste;2021-10-23
2586;Point Bom Preço 2586;Alimentação;MEI;Premium;SP;Ribeirão Preto;Sudeste;2021-11-16
2587;Boutique Vitória 2587;Educação;Grande;Premium;BA;Feira de Santana;Nordeste;2022-12-04
2588;Restaurante Vitória 2588;Serviços;Pequena;Standard;MG;Juiz de Fora;Sudeste;2021-04-18
2589;Empório do Bairro 2589;Alimentação;MEI;Premium;SC;Blumenau;Sul;2023-03-20
2590;Clínica Familia 2590;Serviços;MEI;Standard;PR;Curitiba;Sul;2022-08-14
2591;Mercadinho Popular 2591;Alimentação;Pequena;Standard;SC;Florianópolis;Sul;2022-07-07
2592;Restaurante Nova Era 2592;Alimentação;MEI;Standard;PE;Olinda;Nordeste;2024-10-22
2593;Loja Bom Preço 2593;Serviços;Pequena;Premium;BA;Feira de Santana;Nordeste;2022-03-30
2594;Restaurante Prime 2594;Alimentação;Pequena;Standard;RS;Porto Alegre;Sul;2022-10-01
2595;Center Prime 2595;Varejo;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2021-08-22
2596;Mercadinho Nova Era 2596;Alimentação;MEI;Standard;PR;Maringá;Sul;2024-08-15
2597;Studio Popular 2597;Outros;Pequena;Premium;GO;Goiânia;Centro-Oeste;2024-09-09
2598;Casa Express 2598;Serviços;Pequena;Standard;RJ;Rio de Janeiro;Sudeste;2021-10-06
2599;Bar Familia 2599;Varejo;MEI;Standard;PE;Olinda;Nordeste;2023-01-02
2600;Restaurante Bom Preço 2600;Serviços;Pequena;Premium;BA;Feira de Santana;Nordeste;2024-03-29
2601;Point Popular 2601;Moda e Beleza;MEI;Standard;MG;Belo Horizonte;Sudeste;2021-02-28
2602;Espaço Bella 2602;Serviços;MEI;Standard;MG;Uberlândia;Sudeste;2021-06-15
2603;Boutique Bom Preço 2603;Serviços;MEI;Standard;RS;Caxias do Sul;Sul;2023-05-22
2604;Empório Estrela 2604;Moda e Beleza;MEI;Premium;PB;João Pessoa;Nordeste;2022-05-07
2605;Casa Bella 2605;Outros;MEI;Standard;SC;Joinville;Sul;2023-02-10
2606;Oficina São José 2606;Varejo;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-04-09
2607;Loja Vitória 2607;Saúde;MEI;Premium;BA;Feira de Santana;Nordeste;2024-02-22
2608;Clínica Bom Preço 2608;Varejo;Pequena;Premium;PA;Belém;Norte;2022-06-12
2609;Salão Aurora 2609;Moda e Beleza;MEI;Premium;MA;São Luís;Nordeste;2021-04-06
2610;Espaço Express 2610;Outros;MEI;Standard;MG;Juiz de Fora;Sudeste;2023-03-22
2611;Studio do Bairro 2611;Alimentação;MEI;Standard;MT;Cuiabá;Centro-Oeste;2023-05-22
2612;Padaria Vitória 2612;Varejo;Pequena;Standard;GO;Anápolis;Centro-Oeste;2023-11-29
2613;Mercadinho São José 2613;Serviços;Média;Standard;RS;Porto Alegre;Sul;2022-01-24
2614;Oficina Real 2614;Alimentação;MEI;Standard;SC;Florianópolis;Sul;2022-02-24
2615;Mercadinho Vitória 2615;Educação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-01-15
2616;Point Popular 2616;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2023-11-22
2617;Center Express 2617;Serviços;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2024-05-22
2618;Bar Nova Era 2618;Alimentação;Média;Standard;RJ;Niterói;Sudeste;2021-01-03
2619;Empório Familia 2619;Serviços;Pequena;Standard;PR;Londrina;Sul;2022-05-06
2620;Studio Real 2620;Alimentação;Pequena;Standard;RS;Caxias do Sul;Sul;2021-01-12
2621;Padaria Bom Preço 2621;Serviços;Pequena;Standard;BA;Feira de Santana;Nordeste;2021-03-20
2622;Boutique Vitória 2622;Alimentação;MEI;Standard;PE;Recife;Nordeste;2023-07-26
2623;Clínica Familia 2623;Saúde;MEI;Premium;RJ;Rio de Janeiro;Sudeste;2024-07-13
2624;Ateliê Bella 2624;Serviços;Pequena;Standard;BA;Feira de Santana;Nordeste;2023-11-02
2625;Empório Estrela 2625;Moda e Beleza;Média;Standard;SP;São Paulo;Sudeste;2024-05-22
2626;Boutique do Bairro 2626;Alimentação;Pequena;Standard;RO;Porto Velho;Norte;2024-07-29
2627;Ateliê Bom Preço 2627;Varejo;MEI;Premium;SP;Ribeirão Preto;Sudeste;2021-03-09
2628;Studio do Bairro 2628;Serviços;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2022-03-31
2629;Bar Nova Era 2629;Varejo;MEI;Standard;PR;Curitiba;Sul;2021-03-04
2630;Salão Vitória 2630;Serviços;MEI;Standard;SP;São Paulo;Sudeste;2021-06-27
2631;Ateliê Central 2631;Serviços;Média;Standard;GO;Anápolis;Centro-Oeste;2023-12-18
2632;Ateliê Express 2632;Moda e Beleza;Pequena;Standard;MS;Campo Grande;Centro-Oeste;2021-01-23
2633;Bar Bom Preço 2633;Alimentação;Pequena;Standard;ES;Vitória;Sudeste;2021-10-29
2634;Restaurante Horizonte 2634;Varejo;MEI;Standard;SP;Santos;Sudeste;2021-09-04
2635;Boutique Aurora 2635;Varejo;MEI;Standard;MT;Cuiabá;Centro-Oeste;2022-07-17
2636;Padaria Familia 2636;Serviços;Média;Enterprise;RS;Porto Alegre;Sul;2023-02-03
2637;Oficina Estrela 2637;Moda e Beleza;MEI;Standard;PB;João Pessoa;Nordeste;2024-03-09
2638;Studio Aurora 2638;Varejo;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2022-05-07
2639;Boutique do Bairro 2639;Serviços;MEI;Standard;RS;Porto Alegre;Sul;2022-12-13
2640;Clínica Nova Era 2640;Varejo;MEI;Standard;CE;Fortaleza;Nordeste;2022-06-12
2641;Oficina Familia 2641;Moda e Beleza;Pequena;Enterprise;SC;Blumenau;Sul;2023-12-02
2642;Casa Horizonte 2642;Outros;MEI;Premium;MG;Juiz de Fora;Sudeste;2022-03-16
2643;Center Bom Preço 2643;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2023-02-01
2644;Espaço Bella 2644;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-01-22
2645;Point Bom Preço 2645;Outros;MEI;Standard;MG;Uberlândia;Sudeste;2022-04-19
2646;Oficina São José 2646;Varejo;Pequena;Standard;RJ;Niterói;Sudeste;2022-10-02
2647;Studio Popular 2647;Alimentação;Pequena;Premium;MA;São Luís;Nordeste;2021-09-03
2648;Espaço Aurora 2648;Varejo;Grande;Premium;MS;Campo Grande;Centro-Oeste;2024-04-06
