maquininha_id;lojista_id;modelo;data_ativacao;status
2996;2258;Modelo Smart Android;2022-11-20;Bloqueada
2997;2259;Modelo Pro c/ Impressora;2024-01-17;Ativa
2998;2260;Modelo Pro c/ Impressora;2024-08-31;Inativa
2999;2260;Modelo Pro c/ Impressora;2024-08-30;Ativa
3000;2260;Modelo Chip Básico;2024-08-31;Bloqueada
3001;2261;Modelo Pro c/ Impressora;2021-12-12;Ativa
3002;2261;Modelo Pro c/ Impressora;2021-12-16;Ativa
3003;2262;Modelo Pro c/ Impressora;2021-11-15;Ativa
3004;2263;Modelo Chip Básico;2022-01-31;Ativa
3005;2263;Modelo Chip Básico;2022-02-12;Inativa
3006;2264;Modelo Chip Básico;2021-03-18;Bloqueada
3007;2265;Modelo Pro c/ Impressora;2023-05-27;Inativa
3008;2265;Modelo Pro c/ Impressora;2023-05-27;Ativa
3009;2266;Modelo Pro c/ Impressora;2022-03-06;Bloqueada
3010;2267;Modelo Chip Básico;2024-06-08;Inativa
3011;2267;Modelo Chip Básico;2024-06-16;Ativa
3012;2268;Modelo Pro c/ Impressora;2023-12-16;Inativa
3013;2268;Modelo Chip Básico;2023-12-19;Ativa
3014;2269;Modelo Smart Android;2023-12-06;Ativa
3015;2270;Modelo Pro c/ Impressora;2021-01-16;Ativa
3016;2271;Modelo Chip Básico;2021-03-16;Ativa
3017;2272;Modelo Pro c/ Impressora;2023-09-10;Ativa
3018;2273;Modelo Smart Android;2022-09-08;Bloqueada
3019;2273;Modelo Chip Básico;2022-09-08;Ativa
3020;2274;Modelo Chip Básico;2021-04-11;Ativa
3021;2275;Modelo Chip Básico;2021-04-16;Bloqueada
3022;2276;Modelo Chip Básico;2021-09-15;Bloqueada
3023;2277;Modelo Pro c/ Impressora;2024-10-03;Ativa
3024;2278;Modelo Chip Básico;2021-03-18;Inativa
3025;2278;Modelo Pro c/ Impressora;2021-03-12;Ativa
3026;2278;Modelo Chip Básico;2021-03-22;Ativa
3027;2279;Modelo Chip Básico;2021-09-02;Bloqueada
3028;2280;Modelo Chip Básico;2022-03-14;Bloqueada
3029;2281;Modelo Chip Básico;2024-03-28;Ativa
3030;2282;Modelo Pro c/ Impressora;2022-03-07;Bloqueada
3031;2283;Modelo Chip Básico;2022-02-21;Bloqueada
3032;2283;Modelo Chip Básico;2022-02-28;Bloqueada
3033;2283;Modelo Smart Android;2022-02-28;Inativa
3034;2284;Modelo Smart Android;2022-05-16;Ativa
3035;2285;Modelo Smart Android;2024-01-16;Ativa
3036;2285;Modelo Smart Android;2024-01-13;Ativa
3037;2286;Modelo Chip Básico;2022-09-18;Inativa
3038;2287;Modelo Chip Básico;2021-03-25;Inativa
3039;2288;Modelo Pro c/ Impressora;2023-11-28;Ativa
3040;2289;Modelo Pro c/ Impressora;2024-02-25;Ativa
3041;2290;Modelo Chip Básico;2021-12-20;Ativa
3042;2291;Modelo Smart Android;2021-09-21;Ativa
3043;2292;Modelo Chip Básico;2021-07-13;Ativa
3044;2293;Modelo Smart Android;2022-07-18;Ativa
3045;2294;Modelo Pro c/ Impressora;2024-10-04;Ativa
3046;2295;Modelo Chip Básico;2022-07-04;Inativa
3047;2296;Modelo Pro c/ Impressora;2021-09-30;Inativa
3048;2297;Modelo Chip Básico;2023-01-14;Bloqueada
3049;2298;Modelo Smart Android;2023-05-04;Bloqueada
3050;2299;Modelo Chip Básico;2024-09-30;Ativa
3051;2300;Modelo Pro c/ Impressora;2024-03-25;Inativa
3052;2301;Modelo Pro c/ Impressora;2021-11-20;Ativa
3053;2302;Modelo Chip Básico;2022-10-24;Ativa
3054;2303;Modelo Chip Básico;2024-01-08;Bloqueada
3055;2304;Modelo Chip Básico;2023-08-12;Ativa
3056;2305;Modelo Smart Android;2023-02-12;Ativa
3057;2306;Modelo Pro c/ Impressora;2021-06-18;Ativa
3058;2306;Modelo Pro c/ Impressora;2021-06-13;Ativa
3059;2307;Modelo Pro c/ Impressora;2022-12-04;Bloqueada
3060;2308;Modelo Smart Android;2023-05-23;Ativa
3061;2309;Modelo Chip Básico;2023-01-19;Ativa
3062;2310;Modelo Pro c/ Impressora;2023-08-14;Ativa
3063;2311;Modelo Chip Básico;2023-09-15;Ativa
3064;2312;Modelo Chip Básico;2024-02-06;Ativa
3065;2313;Modelo Chip Básico;2024-11-11;Ativa
3066;2313;Modelo Pro c/ Impressora;2024-11-13;Bloqueada
3067;2314;Modelo Smart Android;2023-07-06;Ativa
3068;2315;Modelo Pro c/ Impressora;2023-08-03;Ativa
3069;2316;Modelo Chip Básico;2021-05-03;Ativa
3070;2317;Modelo Smart Android;2022-10-22;Ativa
3071;2317;Modelo Pro c/ Impressora;2022-10-15;Ativa
3072;2318;Modelo Chip Básico;2021-06-14;Ativa
3073;2319;Modelo Pro c/ Impressora;2023-01-19;Ativa
3074;2320;Modelo Chip Básico;2024-10-29;Inativa
3075;2320;Modelo Smart Android;2024-11-02;Bloqueada
3076;2320;Modelo Pro c/ Impressora;2024-10-26;Ativa
3077;2321;Modelo Pro c/ Impressora;2024-08-26;Ativa
3078;2321;Modelo Smart Android;2024-08-20;Ativa
3079;2321;Modelo Chip Básico;2024-08-21;Bloqueada
3080;2321;Modelo Smart Android;2024-08-28;Inativa
3081;2322;Modelo Smart Android;2023-02-13;Ativa
3082;2323;Modelo Chip Básico;2022-02-23;Ativa
3083;2324;Modelo Chip Básico;2021-10-17;Ativa
3084;2325;Modelo Chip Básico;2021-07-12;Inativa
3085;2325;Modelo Pro c/ Impressora;2021-07-17;Inativa
3086;2326;Modelo Chip Básico;2021-01-23;Ativa
3087;2326;Modelo Chip Básico;2021-01-31;Ativa
3088;2327;Modelo Smart Android;2022-06-10;Ativa
3089;2328;Modelo Chip Básico;2023-03-22;Inativa
3090;2329;Modelo Smart Android;2021-09-16;Bloqueada
3091;2330;Modelo Smart Android;2024-09-27;Ativa
3092;2330;Modelo Pro c/ Impressora;2024-09-29;Ativa
3093;2331;Modelo Pro c/ Impressora;2021-12-10;Bloqueada
3094;2332;Modelo Chip Básico;2023-06-23;Ativa
3095;2332;Modelo Chip Básico;2023-06-22;Bloqueada
3096;2332;Modelo Pro c/ Impressora;2023-06-17;Ativa
3097;2333;Modelo Chip Básico;2024-02-05;Inativa
3098;2334;Modelo Pro c/ Impressora;2023-07-24;Ativa
3099;2335;Modelo Pro c/ Impressora;2024-07-07;Inativa
3100;2335;Modelo Chip Básico;2024-07-04;Ativa
3101;2336;Modelo Pro c/ Impressora;2021-05-13;Inativa
3102;2337;Modelo Chip Básico;2023-09-09;Ativa
3103;2337;Modelo Smart Android;2023-09-18;Ativa
3104;2338;Modelo Pro c/ Impressora;2021-03-30;Bloqueada
3105;2338;Modelo Pro c/ Impressora;2021-04-06;Ativa
3106;2339;Modelo Pro c/ Impressora;2022-04-16;Bloqueada
3107;2340;Modelo Pro c/ Impressora;2022-09-11;Ativa
3108;2341;Modelo Smart Android;2021-12-13;Inativa
3109;2342;Modelo Smart Android;2021-08-14;Inativa
3110;2343;Modelo Smart Android;2024-07-31;Ativa
3111;2344;Modelo Chip Básico;2023-12-25;Inativa
3112;2344;Modelo Chip Básico;2023-12-20;Bloqueada
3113;2345;Modelo Smart Android;2021-11-11;Ativa
3114;2345;Modelo Pro c/ Impressora;2021-11-09;Ativa
3115;2345;Modelo Chip Básico;2021-11-02;Inativa
3116;2346;Modelo Smart Android;2024-08-01;Ativa
3117;2347;Modelo Chip Básico;2024-08-25;Bloqueada
3118;2348;Modelo Pro c/ Impressora;2023-01-01;Bloqueada
3119;2348;Modelo Smart Android;2022-12-27;Ativa
3120;2349;Modelo Smart Android;2022-10-20;Ativa
3121;2350;Modelo Chip Básico;2023-03-19;Ativa
3122;2351;Modelo Pro c/ Impressora;2023-11-10;Ativa
3123;2352;Modelo Chip Básico;2021-05-03;Ativa
3124;2353;Modelo Chip Básico;2023-06-15;Bloqueada
3125;2353;Modelo Smart Android;2023-06-22;Ativa
3126;2354;Modelo Chip Básico;2021-07-23;Ativa
3127;2355;Modelo Chip Básico;2022-03-11;Inativa
3128;2356;Modelo Chip Básico;2022-10-30;Ativa
3129;2357;Modelo Pro c/ Impressora;2022-12-09;Ativa
3130;2358;Modelo Chip Básico;2022-06-11;Bloqueada
3131;2359;Modelo Pro c/ Impressora;2021-03-07;Bloqueada
3132;2360;Modelo Pro c/ Impressora;2022-06-15;Ativa
3133;2360;Modelo Chip Básico;2022-06-15;Ativa
3134;2360;Modelo Pro c/ Impressora;2022-06-25;Ativa
3135;2361;Modelo Chip Básico;2024-10-16;Inativa
3136;2362;Modelo Chip Básico;2022-11-29;Ativa
3137;2363;Modelo Chip Básico;2021-12-12;Ativa
3138;2364;Modelo Chip Básico;2023-06-19;Ativa
3139;2365;Modelo Pro c/ Impressora;2024-05-20;Ativa
3140;2365;Modelo Pro c/ Impressora;2024-05-20;Ativa
3141;2366;Modelo Smart Android;2024-01-16;Inativa
3142;2367;Modelo Pro c/ Impressora;2022-04-14;Ativa
3143;2368;Modelo Smart Android;2022-09-18;Ativa
3144;2369;Modelo Chip Básico;2023-05-08;Ativa
3145;2370;Modelo Chip Básico;2021-07-05;Ativa
3146;2370;Modelo Smart Android;2021-07-08;Ativa
3147;2371;Modelo Chip Básico;2023-07-17;Ativa
3148;2372;Modelo Pro c/ Impressora;2021-06-07;Ativa
3149;2373;Modelo Smart Android;2023-05-04;Ativa
3150;2374;Modelo Pro c/ Impressora;2021-05-17;Ativa
3151;2374;Modelo Chip Básico;2021-05-25;Bloqueada
3152;2375;Modelo Chip Básico;2023-09-09;Ativa
3153;2376;Modelo Pro c/ Impressora;2024-05-09;Ativa
3154;2376;Modelo Smart Android;2024-05-11;Inativa
3155;2376;Modelo Smart Android;2024-05-12;Ativa
3156;2377;Modelo Pro c/ Impressora;2022-12-04;Ativa
3157;2377;Modelo Chip Básico;2022-12-10;Bloqueada
3158;2378;Modelo Chip Básico;2022-10-31;Bloqueada
3159;2378;Modelo Smart Android;2022-11-02;Ativa
3160;2379;Modelo Pro c/ Impressora;2021-01-24;Inativa
3161;2380;Modelo Chip Básico;2023-03-09;Ativa
3162;2381;Modelo Chip Básico;2022-04-26;Ativa
3163;2382;Modelo Chip Básico;2023-05-11;Ativa
3164;2383;Modelo Pro c/ Impressora;2024-06-09;Ativa
3165;2384;Modelo Chip Básico;2021-09-03;Ativa
3166;2384;Modelo Pro c/ Impressora;2021-08-31;Bloqueada
3167;2385;Modelo Chip Básico;2022-03-24;Ativa
3168;2386;Modelo Smart Android;2023-10-02;Inativa
3169;2387;Modelo Smart Android;2024-07-26;Ativa
3170;2388;Modelo Chip Básico;2024-01-15;Bloqueada
3171;2389;Modelo Pro c/ Impressora;2021-03-06;Ativa
3172;2390;Modelo Chip Básico;2022-03-14;Ativa
3173;2391;Modelo Chip Básico;2022-04-16;Ativa
3174;2392;Modelo Smart Android;2024-06-14;Ativa
3175;2393;Modelo Smart Android;2023-04-07;Ativa
3176;2394;Modelo Chip Básico;2024-02-03;Bloqueada
3177;2395;Modelo Chip Básico;2021-05-30;Ativa
3178;2396;Modelo Smart Android;2022-11-02;Ativa
3179;2397;Modelo Smart Android;2023-09-28;Ativa
3180;2397;Modelo Pro c/ Impressora;2023-10-04;Ativa
3181;2398;Modelo Chip Básico;2023-10-31;Ativa
3182;2399;Modelo Pro c/ Impressora;2022-06-15;Ativa
3183;2399;Modelo Smart Android;2022-06-02;Inativa
3184;2400;Modelo Pro c/ Impressora;2023-03-02;Ativa
3185;2401;Modelo Pro c/ Impressora;2022-08-04;Ativa
3186;2401;Modelo Smart Android;2022-07-28;Ativa
3187;2402;Modelo Smart Android;2023-02-12;Bloqueada
3188;2403;Modelo Chip Básico;2021-02-23;Ativa
3189;2403;Modelo Pro c/ Impressora;2021-03-02;Ativa
3190;2404;Modelo Chip Básico;2023-09-19;Ativa
3191;2404;Modelo Smart Android;2023-09-20;Bloqueada
3192;2405;Modelo Smart Android;2021-09-04;Ativa
3193;2405;Modelo Pro c/ Impressora;2021-09-05;Ativa
3194;2405;Modelo Pro c/ Impressora;2021-09-07;Ativa
3195;2406;Modelo Chip Básico;2021-09-22;Ativa
3196;2407;Modelo Smart Android;2022-10-17;Ativa
3197;2408;Modelo Pro c/ Impressora;2021-03-14;Inativa
3198;2409;Modelo Chip Básico;2022-01-01;Ativa
3199;2410;Modelo Pro c/ Impressora;2023-12-22;Ativa
3200;2411;Modelo Chip Básico;2022-09-27;Bloqueada
3201;2412;Modelo Smart Android;2022-12-10;Bloqueada
3202;2412;Modelo Chip Básico;2022-12-10;Bloqueada
3203;2413;Modelo Pro c/ Impressora;2024-02-29;Ativa
3204;2413;Modelo Chip Básico;2024-03-02;Bloqueada
3205;2414;Modelo Pro c/ Impressora;2023-08-16;Inativa
3206;2414;Modelo Smart Android;2023-08-03;Ativa
3207;2415;Modelo Chip Básico;2021-05-22;Ativa
3208;2416;Modelo Smart Android;2021-03-22;Ativa
3209;2417;Modelo Chip Básico;2021-03-26;Ativa
3210;2417;Modelo Smart Android;2021-03-20;Ativa
3211;2418;Modelo Chip Básico;2021-11-28;Ativa
3212;2418;Modelo Smart Android;2021-12-01;Inativa
3213;2419;Modelo Pro c/ Impressora;2024-05-31;Inativa
3214;2419;Modelo Chip Básico;2024-05-28;Bloqueada
3215;2420;Modelo Chip Básico;2021-11-20;Ativa
3216;2421;Modelo Chip Básico;2021-10-12;Inativa
3217;2421;Modelo Pro c/ Impressora;2021-10-20;Ativa
3218;2421;Modelo Chip Básico;2021-10-14;Ativa
3219;2422;Modelo Smart Android;2023-08-25;Ativa
3220;2423;Modelo Pro c/ Impressora;2022-06-09;Ativa
3221;2424;Modelo Pro c/ Impressora;2022-11-06;Ativa
3222;2424;Modelo Pro c/ Impressora;2022-11-07;Ativa
3223;2425;Modelo Pro c/ Impressora;2022-04-12;Ativa
3224;2426;Modelo Chip Básico;2023-07-22;Bloqueada
3225;2426;Modelo Chip Básico;2023-07-17;Inativa
3226;2426;Modelo Smart Android;2023-07-20;Ativa
3227;2427;Modelo Smart Android;2024-04-15;Inativa
3228;2428;Modelo Pro c/ Impressora;2023-07-17;Bloqueada
3229;2429;Modelo Pro c/ Impressora;2021-07-24;Ativa
3230;2430;Modelo Chip Básico;2022-01-06;Inativa
3231;2431;Modelo Chip Básico;2021-09-01;Ativa
3232;2432;Modelo Smart Android;2024-07-09;Bloqueada
3233;2433;Modelo Chip Básico;2022-12-01;Ativa
3234;2433;Modelo Pro c/ Impressora;2022-11-25;Ativa
3235;2434;Modelo Pro c/ Impressora;2022-10-14;Ativa
3236;2435;Modelo Chip Básico;2023-05-23;Ativa
3237;2435;Modelo Smart Android;2023-05-21;Ativa
3238;2436;Modelo Chip Básico;2023-02-27;Ativa
3239;2437;Modelo Smart Android;2022-12-26;Ativa
3240;2438;Modelo Chip Básico;2022-12-21;Ativa
3241;2439;Modelo Pro c/ Impressora;2022-09-09;Ativa
3242;2440;Modelo Chip Básico;2022-02-06;Ativa
3243;2441;Modelo Smart Android;2022-06-06;Ativa
3244;2442;Modelo Chip Básico;2023-10-05;Ativa
3245;2442;Modelo Pro c/ Impressora;2023-10-06;Ativa
3246;2442;Modelo Smart Android;2023-09-29;Ativa
3247;2443;Modelo Smart Android;2023-01-19;Ativa
3248;2444;Modelo Pro c/ Impressora;2021-09-24;Inativa
3249;2445;Modelo Chip Básico;2023-10-13;Ativa
3250;2445;Modelo Chip Básico;2023-10-17;Ativa
3251;2446;Modelo Pro c/ Impressora;2024-05-20;Bloqueada
3252;2447;Modelo Chip Básico;2023-03-14;Ativa
3253;2448;Modelo Pro c/ Impressora;2024-04-11;Ativa
3254;2448;Modelo Chip Básico;2024-04-18;Ativa
3255;2448;Modelo Chip Básico;2024-04-19;Ativa
3256;2448;Modelo Pro c/ Impressora;2024-04-18;Ativa
3257;2448;Modelo Pro c/ Impressora;2024-04-12;Ativa
3258;2449;Modelo Chip Básico;2023-03-20;Ativa
3259;2450;Modelo Pro c/ Impressora;2022-09-08;Ativa
3260;2451;Modelo Pro c/ Impressora;2021-06-28;Ativa
3261;2452;Modelo Pro c/ Impressora;2024-08-10;Ativa
3262;2452;Modelo Chip Básico;2024-08-17;Ativa
3263;2453;Modelo Pro c/ Impressora;2021-08-26;Ativa
3264;2454;Modelo Chip Básico;2023-02-21;Ativa
3265;2455;Modelo Chip Básico;2023-07-30;Inativa
3266;2455;Modelo Pro c/ Impressora;2023-07-29;Ativa
3267;2456;Modelo Smart Android;2022-09-23;Inativa
3268;2457;Modelo Pro c/ Impressora;2021-08-11;Bloqueada
3269;2458;Modelo Smart Android;2021-11-09;Ativa
3270;2459;Modelo Pro c/ Impressora;2021-03-16;Ativa
3271;2460;Modelo Pro c/ Impressora;2022-05-02;Bloqueada
3272;2461;Modelo Chip Básico;2023-05-24;Ativa
3273;2462;Modelo Pro c/ Impressora;2024-09-07;Inativa
3274;2463;Modelo Chip Básico;2023-06-23;Ativa
3275;2464;Modelo Chip Básico;2023-09-29;Inativa
3276;2465;Modelo Chip Básico;2024-08-24;Inativa
3277;2466;Modelo Chip Básico;2023-08-17;Ativa
3278;2467;Modelo Pro c/ Impressora;2023-02-20;Ativa
3279;2468;Modelo Pro c/ Impressora;2021-05-15;Bloqueada
3280;2469;Modelo Chip Básico;2021-05-13;Ativa
3281;2470;Modelo Chip Básico;2022-06-30;Ativa
3282;2471;Modelo Smart Android;2024-09-22;Inativa
3283;2472;Modelo Pro c/ Impressora;2023-08-01;Bloqueada
3284;2473;Modelo Pro c/ Impressora;2021-09-22;Inativa
3285;2474;Modelo Pro c/ Impressora;2021-05-01;Ativa
3286;2475;Modelo Chip Básico;2023-01-06;Bloqueada
3287;2475;Modelo Pro c/ Impressora;2023-01-06;Ativa
3288;2476;Modelo Pro c/ Impressora;2024-06-30;Bloqueada
3289;2477;Modelo Chip Básico;2022-12-24;Bloqueada
3290;2478;Modelo Pro c/ Impressora;2021-06-28;Bloqueada
3291;2478;Modelo Chip Básico;2021-06-23;Ativa
3292;2479;Modelo Chip Básico;2021-01-24;Ativa
3293;2479;Modelo Smart Android;2021-01-26;Bloqueada
3294;2480;Modelo Pro c/ Impressora;2021-03-04;Inativa
3295;2481;Modelo Pro c/ Impressora;2023-02-21;Ativa
3296;2482;Modelo Pro c/ Impressora;2024-03-13;Ativa
3297;2482;Modelo Chip Básico;2024-03-17;Ativa
3298;2483;Modelo Pro c/ Impressora;2024-06-15;Ativa
3299;2483;Modelo Chip Básico;2024-06-15;Inativa
3300;2484;Modelo Chip Básico;2024-09-08;Ativa
3301;2485;Modelo Chip Básico;2022-11-21;Inativa
3302;2486;Modelo Chip Básico;2023-05-27;Ativa
3303;2487;Modelo Chip Básico;2023-03-29;Inativa
3304;2488;Modelo Smart Android;2021-06-16;Bloqueada
3305;2488;Modelo Pro c/ Impressora;2021-06-18;Ativa
3306;2489;Modelo Pro c/ Impressora;2024-05-29;Ativa
3307;2490;Modelo Smart Android;2023-11-02;Inativa
3308;2491;Modelo Chip Básico;2024-09-29;Inativa
3309;2492;Modelo Chip Básico;2021-07-02;Ativa
3310;2493;Modelo Pro c/ Impressora;2022-10-26;Ativa
3311;2493;Modelo Pro c/ Impressora;2022-10-28;Inativa
3312;2493;Modelo Chip Básico;2022-10-27;Ativa
3313;2494;Modelo Chip Básico;2023-01-13;Ativa
3314;2494;Modelo Pro c/ Impressora;2023-01-07;Bloqueada
3315;2495;Modelo Smart Android;2024-03-15;Bloqueada
3316;2496;Modelo Smart Android;2023-10-13;Bloqueada
3317;2497;Modelo Chip Básico;2024-07-07;Ativa
3318;2497;Modelo Pro c/ Impressora;2024-07-04;Ativa
3319;2498;Modelo Smart Android;2022-09-18;Ativa
3320;2499;Modelo Pro c/ Impressora;2021-08-10;Ativa
3321;2499;Modelo Pro c/ Impressora;2021-08-16;Ativa
3322;2500;Modelo Chip Básico;2022-10-18;Bloqueada
3323;2501;Modelo Pro c/ Impressora;2023-08-22;Ativa
3324;2502;Modelo Pro c/ Impressora;2022-11-02;Inativa
3325;2503;Modelo Chip Básico;2021-03-23;Bloqueada
3326;2504;Modelo Chip Básico;2022-02-08;Ativa
3327;2505;Modelo Pro c/ Impressora;2021-08-13;Bloqueada
3328;2506;Modelo Chip Básico;2024-09-05;Ativa
3329;2507;Modelo Smart Android;2021-12-22;Ativa
3330;2508;Modelo Chip Básico;2023-05-04;Ativa
3331;2509;Modelo Smart Android;2022-02-22;Ativa
3332;2510;Modelo Smart Android;2024-03-23;Bloqueada
3333;2511;Modelo Pro c/ Impressora;2022-02-28;Ativa
3334;2511;Modelo Pro c/ Impressora;2022-02-16;Bloqueada
3335;2511;Modelo Pro c/ Impressora;2022-02-26;Ativa
3336;2512;Modelo Pro c/ Impressora;2023-07-02;Ativa
3337;2513;Modelo Chip Básico;2023-03-28;Ativa
3338;2514;Modelo Pro c/ Impressora;2021-01-27;Inativa
3339;2515;Modelo Chip Básico;2021-01-10;Ativa
3340;2516;Modelo Pro c/ Impressora;2021-02-02;Bloqueada
3341;2517;Modelo Chip Básico;2021-05-25;Ativa
3342;2518;Modelo Chip Básico;2023-09-02;Ativa
3343;2518;Modelo Pro c/ Impressora;2023-08-27;Bloqueada
3344;2518;Modelo Chip Básico;2023-09-05;Inativa
3345;2519;Modelo Smart Android;2023-03-10;Ativa
3346;2520;Modelo Pro c/ Impressora;2021-02-26;Bloqueada
3347;2521;Modelo Smart Android;2022-01-19;Bloqueada
3348;2522;Modelo Chip Básico;2023-09-14;Ativa
3349;2523;Modelo Pro c/ Impressora;2022-08-19;Ativa
3350;2524;Modelo Pro c/ Impressora;2021-07-31;Ativa
3351;2525;Modelo Pro c/ Impressora;2023-05-30;Bloqueada
3352;2526;Modelo Chip Básico;2024-05-21;Bloqueada
3353;2526;Modelo Smart Android;2024-05-21;Ativa
3354;2527;Modelo Chip Básico;2023-10-24;Inativa
3355;2528;Modelo Pro c/ Impressora;2022-09-14;Ativa
3356;2529;Modelo Chip Básico;2022-04-16;Ativa
3357;2529;Modelo Pro c/ Impressora;2022-04-11;Ativa
3358;2530;Modelo Smart Android;2023-07-01;Ativa
3359;2531;Modelo Chip Básico;2022-09-30;Ativa
3360;2531;Modelo Chip Básico;2022-10-01;Bloqueada
3361;2532;Modelo Smart Android;2022-02-16;Bloqueada
3362;2533;Modelo Smart Android;2022-09-23;Bloqueada
3363;2534;Modelo Chip Básico;2021-07-30;Ativa
3364;2535;Modelo Smart Android;2023-03-11;Ativa
3365;2536;Modelo Chip Básico;2022-06-16;Inativa
3366;2537;Modelo Pro c/ Impressora;2023-06-30;Ativa
3367;2537;Modelo Pro c/ Impressora;2023-06-30;Ativa
3368;2538;Modelo Chip Básico;2023-12-22;Inativa
3369;2538;Modelo Pro c/ Impressora;2023-12-14;Ativa
3370;2538;Modelo Smart Android;2023-12-22;Ativa
3371;2539;Modelo Pro c/ Impressora;2022-05-17;Ativa
3372;2540;Modelo Chip Básico;2023-09-04;Ativa
3373;2541;Modelo Chip Básico;2022-01-03;Ativa
3374;2542;Modelo Pro c/ Impressora;2022-12-31;Ativa
3375;2543;Modelo Pro c/ Impressora;2023-11-06;Ativa
3376;2544;Modelo Chip Básico;2021-03-22;Inativa
3377;2545;Modelo Pro c/ Impressora;2023-12-29;Ativa
3378;2546;Modelo Chip Básico;2022-06-02;Ativa
3379;2547;Modelo Smart Android;2023-08-24;Ativa
3380;2548;Modelo Chip Básico;2022-08-27;Bloqueada
3381;2548;Modelo Pro c/ Impressora;2022-08-18;Bloqueada
3382;2548;Modelo Chip Básico;2022-08-28;Ativa
3383;2549;Modelo Smart Android;2022-03-28;Ativa
3384;2550;Modelo Chip Básico;2022-07-15;Ativa
3385;2551;Modelo Smart Android;2023-12-28;Inativa
3386;2551;Modelo Smart Android;2023-12-28;Inativa
3387;2552;Modelo Smart Android;2024-04-03;Ativa
3388;2553;Modelo Pro c/ Impressora;2022-10-28;Ativa
3389;2553;Modelo Pro c/ Impressora;2022-11-05;Bloqueada
3390;2554;Modelo Pro c/ Impressora;2021-11-27;Bloqueada
3391;2555;Modelo Chip Básico;2022-11-03;Inativa
3392;2556;Modelo Chip Básico;2024-10-27;Ativa
3393;2557;Modelo Chip Básico;2022-03-09;Ativa
3394;2558;Modelo Chip Básico;2022-11-21;Inativa
3395;2559;Modelo Pro c/ Impressora;2023-08-13;Ativa
3396;2560;Modelo Smart Android;2022-05-20;Bloqueada
3397;2561;Modelo Chip Básico;2023-01-01;Ativa
3398;2562;Modelo Pro c/ Impressora;2024-06-16;Ativa
3399;2563;Modelo Pro c/ Impressora;2024-01-29;Inativa
3400;2564;Modelo Pro c/ Impressora;2023-10-16;Ativa
3401;2565;Modelo Chip Básico;2022-04-18;Bloqueada
3402;2565;Modelo Pro c/ Impressora;2022-04-26;Ativa
3403;2566;Modelo Pro c/ Impressora;2022-08-23;Ativa
3404;2566;Modelo Chip Básico;2022-08-27;Ativa
3405;2567;Modelo Chip Básico;2021-02-21;Bloqueada
3406;2567;Modelo Pro c/ Impressora;2021-02-23;Ativa
3407;2568;Modelo Chip Básico;2024-04-25;Ativa
3408;2569;Modelo Chip Básico;2022-02-25;Inativa
3409;2569;Modelo Chip Básico;2022-02-21;Bloqueada
3410;2570;Modelo Chip Básico;2024-04-16;Ativa
3411;2571;Modelo Pro c/ Impressora;2023-11-26;Ativa
3412;2572;Modelo Pro c/ Impressora;2023-04-13;Ativa
3413;2573;Modelo Smart Android;2021-02-24;Bloqueada
3414;2574;Modelo Chip Básico;2023-07-29;Inativa
3415;2575;Modelo Chip Básico;2023-04-05;Inativa
3416;2575;Modelo Chip Básico;2023-03-23;Ativa
3417;2575;Modelo Chip Básico;2023-04-03;Ativa
3418;2576;Modelo Chip Básico;2021-11-14;Ativa
3419;2577;Modelo Pro c/ Impressora;2024-08-12;Ativa
3420;2578;Modelo Chip Básico;2022-06-28;Ativa
3421;2579;Modelo Pro c/ Impressora;2024-01-20;Ativa
3422;2579;Modelo Pro c/ Impressora;2024-01-17;Bloqueada
3423;2579;Modelo Pro c/ Impressora;2024-01-17;Ativa
3424;2579;Modelo Pro c/ Impressora;2024-01-08;Ativa
3425;2579;Modelo Chip Básico;2024-01-15;Ativa
3426;2580;Modelo Chip Básico;2021-06-02;Ativa
3427;2581;Modelo Smart Android;2021-04-24;Ativa
3428;2582;Modelo Chip Básico;2024-04-26;Inativa
3429;2583;Modelo Chip Básico;2024-08-19;Inativa
3430;2584;Modelo Pro c/ Impressora;2023-08-11;Bloqueada
3431;2585;Modelo Chip Básico;2021-10-24;Ativa
3432;2585;Modelo Smart Android;2021-11-01;Ativa
3433;2586;Modelo Chip Básico;2021-11-25;Ativa
3434;2587;Modelo Chip Básico;2022-12-12;Bloqueada
3435;2587;Modelo Chip Básico;2022-12-12;Ativa
3436;2587;Modelo Smart Android;2022-12-13;Ativa
3437;2587;Modelo Pro c/ Impressora;2022-12-10;Bloqueada
3438;2588;Modelo Chip Básico;2021-04-24;Inativa
3439;2589;Modelo Smart Android;2023-03-26;Inativa
3440;2590;Modelo Smart Android;2022-08-21;Ativa
3441;2591;Modelo Chip Básico;2022-07-16;Bloqueada
3442;2592;Modelo Pro c/ Impressora;2024-11-05;Bloqueada
3443;2593;Modelo Smart Android;2022-04-11;Ativa
3444;2594;Modelo Pro c/ Impressora;2022-10-15;Ativa
3445;2595;Modelo Pro c/ Impressora;2021-09-04;Inativa
3446;2596;Modelo Pro c/ Impressora;2024-08-22;Ativa
3447;2597;Modelo Chip Básico;2024-09-22;Bloqueada
3448;2598;Modelo Smart Android;2021-10-19;Ativa
3449;2599;Modelo Chip Básico;2023-01-02;Ativa
3450;2600;Modelo Chip Básico;2024-04-09;Ativa
3451;2600;Modelo Chip Básico;2024-04-05;Bloqueada
